Date,LLY_sales,UNH_sales,JNJ_sales,ABBV_sales,MRK_sales,TMO_sales,ABT_sales,DHR_sales,ISRG_sales,AMGN_sales,PFE_sales,BSX_sales,SYK_sales,VRTX_sales,ELV_sales,MDT_sales,REGN_sales,BMY_sales,GILD_sales,CI_sales,ZTS_sales,CVS_sales,HCA_sales,BDX_sales,MCK_sales,A_sales,GEHC_sales,IQV_sales
2015-11-16,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-17,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-18,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-19,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-20,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-23,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-24,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-25,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-27,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-11-30,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-01,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-02,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-03,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-04,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-07,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-08,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-09,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-10,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-11,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-14,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-15,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-16,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-17,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-18,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-21,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-22,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-23,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-24,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-28,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-29,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-30,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2015-12-31,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-04,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-05,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-06,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-07,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-08,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-11,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-12,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
2016-01-13,-0.029488107727391244,0.14656127592503004,-0.050805768739667474,0.11682552627554921,-0.09057541756684553,0.059380850621229594,-0.04551098103126472,0.03429083199668075,0.09927729174591109,0.07319049789798916,-0.042421820361674495,0.007502387123175556,0.03401574803149606,-0.03565238826148385,0.07582940349135439,0.49435743896821743,0.4492015649023459,0.02919935250902752,0.4902398430478725,0.09274997069511194,0.01949565585929222,0.10441618428649681,0.08159366520848331,0.21738100876154393,0.16726713505267793,,,0.03890145412483977
